dateCrawled,name,seller,offerType,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
2016-04-01 12:45:03,Mercedes_Benz_C_180,privat,Angebot,2400,limousine,2001,automatik,129,c_klasse,150000,1,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,92289,2016-04-01 12:45:03
2016-04-03 22:42:54,Mercedes_C240_mit_LPG_Anlage,privat,Angebot,3300,kombi,2003,manuell,170,c_klasse,150000,4,lpg,mercedes_benz,nein,2016-04-03 00:00:00,0,53809,2016-04-03 22:42:54
2016-03-31 14:46:50,C_180_zu_verkaufen,privat,Angebot,1350,"",2017,manuell,0,c_klasse,150000,0,"",mercedes_benz,"",2016-03-31 00:00:00,0,26892,2016-04-06 07:44:18
2016-03-24 15:53:50,Mercedes_Benz_C_200_T_Kompressor_Automatik_Avantgarde_AMG,privat,Angebot,14999,kombi,2008,automatik,184,c_klasse,125000,2,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,10555,2016-04-07 08:45:00
2016-03-29 22:48:21,Mercedes_Benz_e190,privat,Angebot,2500,limousine,1990,automatik,0,c_klasse,150000,1,benzin,mercedes_benz,"",2016-03-29 00:00:00,0,70190,2016-04-06 10:44:50
2016-03-20 19:55:12,mercedes_c_180_t_kombi_mit_neuen_service_und_neuen_tuev,privat,Angebot,1500,kombi,1998,manuell,122,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,7318,2016-03-30 10:48:58
2016-04-01 16:36:24,Mercedes_W203_Kombi,privat,Angebot,1900,kombi,2001,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,46509,2016-04-05 11:18:38
2016-03-08 11:55:30,Mercedes_C180_benzina,privat,Angebot,2800,limousine,2002,manuell,0,c_klasse,150000,3,benzin,mercedes_benz,"",2016-03-08 00:00:00,0,66763,2016-03-09 02:17:46
2016-04-02 18:50:49,Mercedes_Benz_C_180_Kompressor,privat,Angebot,11000,limousine,2008,manuell,156,c_klasse,125000,9,benzin,mercedes_benz,nein,2016-04-02 00:00:00,0,89077,2016-04-04 17:15:48
2016-03-15 19:49:04,Mercedes_Benz_C_200_T_Classic,privat,Angebot,728,kombi,1997,manuell,136,c_klasse,150000,4,benzin,mercedes_benz,ja,2016-03-15 00:00:00,0,70372,2016-03-17 16:16:38
2016-04-03 14:55:35,Mercedes_Benz_C_350_AMG_Line_mit_Vaeth_AMG_Optik__7G_TRONIC,privat,Angebot,27999,limousine,2010,automatik,272,c_klasse,70000,3,benzin,mercedes_benz,nein,2016-04-03 00:00:00,0,63500,2016-04-05 14:15:40
2016-03-21 12:46:35,Mercedes_Benz_C_200_T_CDI,privat,Angebot,3600,kombi,2004,manuell,122,c_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-21 00:00:00,0,44532,2016-03-21 12:46:35
2016-03-06 10:48:26,Mercedes_Benz_C_180_Elegance_54tkm_Autom.Allw.Reifen_PTS.,privat,Angebot,3150,limousine,1994,automatik,122,c_klasse,60000,5,benzin,mercedes_benz,nein,2016-03-06 00:00:00,0,13403,2016-03-07 17:18:45
2016-03-20 19:37:05,Mercedes_Benz_C_200_T_CDI_DPF_BlueEFFICIENCY_Avantgarde,privat,Angebot,12999,kombi,2010,manuell,136,c_klasse,125000,10,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,3130,2016-03-28 20:48:20
2016-03-19 13:58:39,Mercedes_Automatik_C_180,privat,Angebot,950,limousine,1996,automatik,122,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-19 00:00:00,0,21029,2016-03-19 13:58:39
2016-03-07 20:43:46,Mercedes_Benz_C_220_T_CDI,privat,Angebot,3250,kombi,2002,manuell,143,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-07 00:00:00,0,73079,2016-03-09 11:16:24
2016-03-14 16:39:11,Mercedes_C_180_sportcoupe,privat,Angebot,3900,coupe,2003,automatik,143,c_klasse,150000,6,benzin,mercedes_benz,"",2016-03-14 00:00:00,0,25524,2016-03-29 11:45:16
2016-04-01 21:42:12,Mercedes_Benz_C_180Kompr._1.Hand___Modell_05´__Scheckheft___E4,privat,Angebot,5899,limousine,2004,manuell,143,c_klasse,100000,10,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,25421,2016-04-05 19:16:11
2016-03-18 17:37:33,Mercedes_Benz_C_Klasse,privat,Angebot,1000,limousine,1996,manuell,136,c_klasse,150000,8,benzin,mercedes_benz,"",2016-03-18 00:00:00,0,84567,2016-03-23 18:16:29
2016-03-15 21:49:02,Mercedes_Benz_C_220_T_CDI_Avantgarde_DPF_Sport_Edition,privat,Angebot,5900,kombi,2006,manuell,150,c_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-15 00:00:00,0,40597,2016-04-07 06:16:05
2016-03-08 18:43:01,Mercedes_C_180_Esprit_Bj.98_Automatik_Klima_D3_AHK_TÜV/AU_1.2017,privat,Angebot,1290,kombi,1998,automatik,122,c_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-08 00:00:00,0,12099,2016-03-09 09:46:57
2016-03-27 20:49:18,Tausche_Mercedes_Sportcoupe,privat,Angebot,0,coupe,2002,manuell,129,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-03-27 00:00:00,0,33813,2016-03-27 20:49:18
2016-03-07 16:45:47,BILDSCHÖNER_MERCEDES_C200_KOMBI_KLIMAAUTOMATIK*6_GANG*AHK*ESP*,privat,Angebot,4290,kombi,2001,manuell,163,c_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-07 00:00:00,0,47638,2016-03-17 18:47:38
2016-03-27 20:21:35,Mercedes_C220_Elegance_Diesel_Gruene_Plakette_Top_gepflegt,privat,Angebot,4800,limousine,2001,manuell,143,c_klasse,150000,5,diesel,mercedes_benz,nein,2016-03-26 00:00:00,0,63263,2016-04-07 00:17:30
2016-03-26 15:39:56,Mercedes_Benz_C_180_Classic,privat,Angebot,1190,limousine,1997,manuell,122,c_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-26 00:00:00,0,44267,2016-03-28 03:47:24
2016-03-31 04:03:52,Tausche_Sportcoupe_Mercedes,privat,Angebot,0,coupe,2002,manuell,129,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,33813,2016-04-04 01:15:57
2016-03-16 16:51:23,Mercedes_Benz_C_180_Sportcoupe,privat,Angebot,2699,coupe,2002,manuell,129,c_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-16 00:00:00,0,96146,2016-03-17 15:16:07
2016-04-04 16:50:27,Mercedes_Benz_C_180,privat,Angebot,2900,limousine,2001,manuell,0,c_klasse,100000,3,benzin,mercedes_benz,nein,2016-04-04 00:00:00,0,60318,2016-04-04 17:26:04
2016-03-14 17:57:59,Mercedes_Benz_C320_CDI_AMG_Paket,privat,Angebot,4650,kombi,2005,automatik,224,c_klasse,150000,5,diesel,mercedes_benz,"",2016-03-14 00:00:00,0,21502,2016-03-20 07:17:49
2016-03-11 17:51:37,Mercedes_Benz_C_180_T_Elegance,privat,Angebot,1250,kombi,1997,manuell,122,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-11 00:00:00,0,63683,2016-03-22 08:49:04
2016-03-20 13:55:44,Mercedes_Benz_C250_CDI_7G_Tronic,privat,Angebot,17999,coupe,2011,automatik,204,c_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,30916,2016-03-30 03:17:15
2016-03-31 12:58:28,Mercedes_Benz_C_180_Classic,privat,Angebot,2800,limousine,2000,manuell,122,c_klasse,125000,2,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,82266,2016-04-06 06:15:53
2016-03-23 12:54:54,Mercedes_Benz_C_350_cdi_T_Mod__C_Klasse__AMG__W204,privat,Angebot,12190,kombi,2009,manuell,224,c_klasse,150000,9,diesel,mercedes_benz,nein,2016-03-23 00:00:00,0,27793,2016-04-01 17:18:03
2016-03-22 16:43:49,Mercedes_Benz,privat,Angebot,2100,kombi,1997,manuell,187,c_klasse,150000,0,"",mercedes_benz,"",2016-03-22 00:00:00,0,32457,2016-04-02 09:15:46
2016-03-11 23:53:41,Mercedes_Benz_C_180_T_Kombi_Automatik_LPG___Rechtslenker_RHD,privat,Angebot,1540,kombi,2003,automatik,129,c_klasse,150000,3,lpg,mercedes_benz,nein,2016-03-11 00:00:00,0,79110,2016-03-25 12:16:19
2016-03-06 23:51:45,Mercedes_Benz_C_180_T_Kompressor_Classic,privat,Angebot,4990,kombi,2003,automatik,143,c_klasse,150000,9,benzin,mercedes_benz,nein,2016-03-06 00:00:00,0,48529,2016-03-08 15:45:25
2016-03-13 11:48:14,Mercedes_Benz_C_Klasse__Avantgarde__Facelift__AHK,privat,Angebot,17500,kombi,2011,automatik,156,c_klasse,70000,7,benzin,mercedes_benz,nein,2016-03-13 00:00:00,0,73099,2016-03-17 13:15:33
2016-03-26 18:42:49,MB_C_Klasse_200CDi,privat,Angebot,1750,"",2017,automatik,122,c_klasse,150000,11,"",mercedes_benz,"",2016-03-26 00:00:00,0,26131,2016-03-28 07:18:26
2016-04-01 19:57:36,Mercedes_Benz_C_280_Esprit_Automatik_wie_Neu,privat,Angebot,2150,limousine,1997,automatik,193,c_klasse,150000,6,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,60431,2016-04-05 12:18:08
2016-04-03 21:52:49,Mercedes_C200_CDI_Avantgarde,privat,Angebot,4990,limousine,2003,manuell,122,c_klasse,150000,8,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,29643,2016-04-05 23:15:31
2016-03-21 17:38:41,C180_Mercedes_Benz,privat,Angebot,2899,"",2016,manuell,130,c_klasse,150000,9,benzin,mercedes_benz,"",2016-03-21 00:00:00,0,63739,2016-03-21 17:38:41
2016-03-15 16:49:23,Mercedes_Benz_C_200_Elegance_Tuev_02/2018__Klima__Automatik_...,privat,Angebot,1400,limousine,1999,automatik,136,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-15 00:00:00,0,24787,2016-03-16 14:17:06
2016-04-01 00:38:55,Mercedes_Benz_C_200_Kompressor_Elegance,privat,Angebot,2700,limousine,2002,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,45968,2016-04-01 06:40:50
2016-03-21 23:51:38,Mercedes_Benz_Kompressor_Sportcoupe_97000_km_Vollauststattung,privat,Angebot,4450,coupe,2004,"",0,c_klasse,100000,12,benzin,mercedes_benz,nein,2016-03-21 00:00:00,0,66663,2016-04-05 15:17:30
2016-03-23 13:57:54,C220_CDI_ESPRIT_SELECTION,privat,Angebot,2250,kombi,2000,manuell,125,c_klasse,150000,6,diesel,mercedes_benz,"",2016-03-23 00:00:00,0,66706,2016-04-05 14:45:34
2016-03-15 05:04:46,C_200_CDI_Top_Zustand,privat,Angebot,0,limousine,2000,manuell,0,c_klasse,150000,10,diesel,mercedes_benz,"",2016-03-15 00:00:00,0,23556,2016-03-15 06:36:43
2016-03-31 22:39:02,Mercedes_Benz_C_220_T_CDI_Esprit,privat,Angebot,1199,kombi,1999,manuell,125,c_klasse,150000,8,diesel,mercedes_benz,ja,2016-03-31 00:00:00,0,82398,2016-04-02 18:44:31
2016-03-25 00:37:02,Mercedes_Benz_C_180_Kompressor_Classic,privat,Angebot,5700,limousine,2004,manuell,143,c_klasse,150000,4,benzin,mercedes_benz,nein,2016-03-25 00:00:00,0,92655,2016-03-28 06:44:40
2016-03-26 19:06:36,Mercedes_c_klasse_Kombi_leder_klima_.,privat,Angebot,1199,kombi,2000,manuell,105,c_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-26 00:00:00,0,35578,2016-03-27 22:17:11
2016-03-28 10:48:13,Mercedes_Benz_C_220_T_CDI_Automatik_Scheckheft_gepflegt,privat,Angebot,7700,kombi,2006,automatik,150,c_klasse,150000,10,diesel,mercedes_benz,nein,2016-03-28 00:00:00,0,30419,2016-04-06 12:45:12
2016-04-04 17:41:03,Mercedes_Benz_C_180,privat,Angebot,5000,limousine,2001,automatik,129,c_klasse,150000,4,benzin,mercedes_benz,nein,2016-04-04 00:00:00,0,49456,2016-04-06 19:17:25
2016-03-12 09:56:06,Mercedes_Benz_C_200_CDI_DPF,privat,Angebot,11500,limousine,2009,manuell,136,c_klasse,150000,9,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,47441,2016-03-25 03:46:29
2016-03-12 04:32:37,Mercedes_Benz_C_180_TÜV_NEU!,privat,Angebot,1599,limousine,1995,manuell,122,c_klasse,150000,9,benzin,mercedes_benz,nein,2016-03-12 00:00:00,0,56244,2016-03-15 18:15:42
2016-03-28 02:55:52,Mercedes_Benz_C_180_Avantgarde,privat,Angebot,3650,limousine,2000,manuell,129,c_klasse,125000,5,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,36037,2016-03-28 07:52:17
2016-03-31 20:54:17,Mercedes_Benz_C_320_CDI_DPF_7G_TRONIC_AMG_Avantgarde,privat,Angebot,14000,limousine,2008,automatik,224,c_klasse,150000,8,diesel,mercedes_benz,nein,2016-03-31 00:00:00,0,76275,2016-04-06 15:46:57
2016-03-15 12:38:38,Mercedes_Benz_C_180__BlueEFFICIENCY__7G_TRONIC_Avantgarde,privat,Angebot,14600,limousine,2012,automatik,156,c_klasse,40000,4,benzin,mercedes_benz,nein,2016-03-15 00:00:00,0,45356,2016-03-23 19:18:52
2016-03-28 14:51:37,Mercedes_Benz_C_220_T_CDI_Automatik_Avantgarde_DPF,privat,Angebot,7290,kombi,2004,automatik,150,c_klasse,150000,6,diesel,mercedes_benz,nein,2016-03-28 00:00:00,0,53518,2016-04-06 19:16:25
2016-04-04 11:56:30,Papa´s_Mercedes_Kombi_C_180_muss_weg:__,privat,Angebot,9200,kombi,2007,automatik,143,c_klasse,100000,9,benzin,mercedes_benz,"",2016-04-04 00:00:00,0,22609,2016-04-06 13:15:23
2016-03-08 18:50:37,Mercedes_Benz_C_180_Classic,privat,Angebot,500,limousine,1995,manuell,122,c_klasse,150000,7,benzin,mercedes_benz,nein,2016-03-08 00:00:00,0,99869,2016-03-12 04:45:44
2016-04-03 13:47:28,Mercedes_Benz_C220_CDI_BlueEfficiency_Limousine,privat,Angebot,16500,limousine,2011,automatik,170,c_klasse,80000,4,diesel,mercedes_benz,nein,2016-04-03 00:00:00,0,12247,2016-04-05 12:45:38
2016-03-28 14:25:18,CLS_350_CDI_7G_TRONIC_Edition_DESIGNO_VOLL,privat,Angebot,20000,limousine,2011,automatik,265,c_klasse,50000,11,diesel,mercedes_benz,nein,2016-03-28 00:00:00,0,60311,2016-03-28 15:07:23
2016-03-25 17:37:39,Mercedes__Benz_C_240_T_Esprit,privat,Angebot,1200,kombi,1998,automatik,170,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-25 00:00:00,0,53639,2016-04-07 09:44:27
2016-03-26 17:28:51,Mercedes_Benz_C_Klasse_T___Modell__AMG_Line_&_Junge_Sterne!,privat,Angebot,28600,kombi,2014,manuell,156,c_klasse,20000,9,benzin,mercedes_benz,nein,2016-03-26 00:00:00,0,56462,2016-04-06 13:17:22
2016-03-07 20:58:16,Mercedes_Benz_C_200K_CL203_Sportcoupé_Facelift_Leder_Panoramadach,privat,Angebot,6500,coupe,2004,manuell,163,c_klasse,125000,6,benzin,mercedes_benz,nein,2016-03-07 00:00:00,0,27711,2016-03-22 08:17:54
2016-03-19 11:37:25,Mercedes_Benz_C_180_Esprit,privat,Angebot,1000,limousine,1996,manuell,122,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-19 00:00:00,0,52134,2016-03-28 11:15:59
2016-04-03 22:37:19,Mercedes_Benz_C_180_Sportcoupe,privat,Angebot,3300,coupe,2002,manuell,129,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-04-03 00:00:00,0,46047,2016-04-05 23:44:37
2016-03-31 14:36:44,Mercedes_Benz_C_200_Kompressor_Avantgarde_LPG,privat,Angebot,1750,limousine,2001,manuell,163,c_klasse,150000,3,benzin,mercedes_benz,ja,2016-03-31 00:00:00,0,33175,2016-04-06 08:17:00
2016-03-20 15:51:56,Mercedes_Benz_C_220_T_CDI_DPF__BlueEFFICIENCY__7G_TRONIC,privat,Angebot,22500,kombi,2012,automatik,170,c_klasse,30000,3,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,40477,2016-04-04 18:44:43
2016-03-13 17:25:45,Mercedes_Benz_C_350_4Matic__BlueEFFICIENCY__7G_TRONIC_Avan...,privat,Angebot,26290,limousine,2012,automatik,306,c_klasse,80000,2,benzin,mercedes_benz,nein,2016-03-13 00:00:00,0,56179,2016-04-01 19:18:00
2016-03-13 07:52:02,Mercedes_Benz_C_200_Kompressor_Sportcoupe,privat,Angebot,1800,coupe,2002,automatik,167,c_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-13 00:00:00,0,44536,2016-03-19 11:46:28
2016-04-01 09:54:27,Mercedes_Benz_C180,privat,Angebot,550,limousine,1994,manuell,122,c_klasse,150000,4,benzin,mercedes_benz,"",2016-04-01 00:00:00,0,12529,2016-04-07 06:17:38
2016-03-28 14:56:45,Mercedes_Benz_C_220_D_Classic,privat,Angebot,850,limousine,1995,manuell,95,c_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-28 00:00:00,0,86556,2016-03-28 15:42:04
2016-03-29 19:45:09,Mercedes_Benz_C_180_Kompressor_Automatik_Classic_Sitzheizung,privat,Angebot,6990,limousine,2004,automatik,143,c_klasse,100000,9,benzin,mercedes_benz,nein,2016-03-29 00:00:00,0,95100,2016-04-06 05:44:51
2016-03-31 23:51:49,Mercedes_Benz_C_200_T_CDI_Classic,privat,Angebot,1700,kombi,1999,manuell,102,c_klasse,150000,8,diesel,mercedes_benz,nein,2016-03-31 00:00:00,0,45145,2016-04-07 03:17:23
2016-03-05 15:53:26,Mercedes_C_Coupé,privat,Angebot,5250,coupe,2003,manuell,143,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-02-28 00:00:00,0,49661,2016-04-04 19:46:58
2016-03-22 11:49:24,C_180_Kompressor_neues_Modell:_204_Nichtraucher,privat,Angebot,10900,limousine,2008,manuell,115,c_klasse,90000,6,benzin,mercedes_benz,nein,2016-03-22 00:00:00,0,31311,2016-04-06 00:16:13
